START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE,HOUR,DAY,MONTH,DAYOFWEEK,DAYNAME,DURATION_MIN,SPEED
2016-05-17 13:56:00,2016-05-17 14:08:00,Business,Preston,Westpark Place,2.7,Errand/Supplies,13,17,5,1,Tuesday,12.0,13.5
2016-05-17 14:34:00,2016-05-17 14:40:00,Business,Westpark Place,Whitebridge,1.9,Errand/Supplies,14,17,5,1,Tuesday,6.0,18.999999999999996
2016-05-18 09:11:00,2016-05-18 09:41:00,Business,Cary,Morrisville,8.4,Customer Visit,9,18,5,2,Wednesday,30.0,16.8
2016-05-18 13:00:00,2016-05-18 13:02:00,Business,Morrisville,Raleigh,7.6,Customer Visit,13,18,5,2,Wednesday,2.0,228.0
2016-05-19 14:37:00,2016-05-19 15:01:00,Business,Old City,Parkway Museums,2.9,Meal/Entertain,14,19,5,3,Thursday,24.0,7.249999999999999
2016-05-20 10:56:00,2016-05-20 11:07:00,Business,Old City,Hog Island,11.2,Meeting,10,20,5,4,Friday,11.0,61.09090909090909
2016-05-20 15:43:00,2016-05-20 16:12:00,Business,Morrisville,Cary,8.2,Meal/Entertain,15,20,5,4,Friday,29.0,16.96551724137931
2016-05-22 15:39:00,2016-05-22 15:46:00,Business,Cary,Morrisville,3.0,Meal/Entertain,15,22,5,6,Sunday,7.0,25.714285714285715
2016-05-22 18:46:00,2016-05-22 18:53:00,Business,Morrisville,Cary,2.5,Meal/Entertain,18,22,5,6,Sunday,7.0,21.428571428571427
2016-05-23 20:19:00,2016-05-23 20:27:00,Business,Whitebridge,Savon Height,3.6,Meal/Entertain,20,23,5,0,Monday,8.0,27.0
2016-05-23 21:09:00,2016-05-23 21:21:00,Business,Savon Height,Whitebridge,3.6,Errand/Supplies,21,23,5,0,Monday,12.0,18.0
2016-05-27 20:26:00,2016-05-27 20:30:00,Business,Whitebridge,Kildaire Farms,4.5,Errand/Supplies,20,27,5,4,Friday,4.0,67.5
2016-05-27 20:47:00,2016-05-27 20:53:00,Business,Savon Height,Kilarney Woods,1.2,Others,20,27,5,4,Friday,6.0,11.999999999999998
2016-05-27 22:11:00,2016-05-27 22:14:00,Business,Kilarney Woods,Kildaire Farms,1.7,Errand/Supplies,22,27,5,4,Friday,3.0,34.0
2016-05-28 00:15:00,2016-05-28 00:21:00,Business,Kilarney Woods,Whitebridge,4.7,Errand/Supplies,0,28,5,5,Saturday,6.0,47.0
2016-05-28 12:52:00,2016-05-28 13:06:00,Business,Cary,Morrisville,6.1,Meal/Entertain,12,28,5,5,Saturday,14.0,26.142857142857142
2016-05-28 14:35:00,2016-05-28 15:04:00,Business,Morrisville,Cary,11.3,Customer Visit,14,28,5,5,Saturday,29.0,23.379310344827587
2016-05-31 13:54:00,2016-05-31 14:41:00,Business,Cary,Raleigh,14.9,Meeting,13,31,5,1,Tuesday,47.0,19.02127659574468
2016-05-31 16:02:00,2016-05-31 16:39:00,Business,Raleigh,Cary,14.0,Meeting,16,31,5,1,Tuesday,37.0,22.7027027027027
2016-05-31 17:50:00,2016-05-31 17:59:00,Business,Westpark Place,Whitebridge,1.8,Others,17,31,5,1,Tuesday,9.0,12.0
2016-06-01 10:19:00,2016-06-01 10:47:00,Business,Cary,Morrisville,6.7,Customer Visit,10,1,6,2,Wednesday,28.0,14.357142857142858
2016-06-01 13:10:00,2016-06-01 13:39:00,Business,Morrisville,Cary,9.6,Meeting,13,1,6,2,Wednesday,29.0,19.862068965517242
2016-06-03 11:29:00,2016-06-03 11:49:00,Business,Cary,Durham,10.4,Meeting,11,3,6,4,Friday,20.0,31.200000000000003
2016-06-03 13:08:00,2016-06-03 13:38:00,Business,Durham,Cary,9.9,Meeting,13,3,6,4,Friday,30.0,19.8
2016-06-03 15:31:00,2016-06-03 15:54:00,Business,Cary,Morrisville,6.0,Meal/Entertain,15,3,6,4,Friday,23.0,15.652173913043477
2016-06-03 18:14:00,2016-06-03 18:29:00,Business,Townes at Everett Crossing,Chessington,3.3,Errand/Supplies,18,3,6,4,Friday,15.0,13.2
2016-06-03 18:41:00,2016-06-03 18:53:00,Business,Morrisville,Cary,3.1,Errand/Supplies,18,3,6,4,Friday,12.0,15.5
2016-06-03 19:36:00,2016-06-03 19:42:00,Business,Huntington Woods,Weston,1.7,Errand/Supplies,19,3,6,4,Friday,6.0,17.0
2016-06-03 22:47:00,2016-06-03 23:06:00,Business,Morrisville,Cary,4.0,Between Offices,22,3,6,4,Friday,19.0,12.631578947368421
2016-06-05 14:03:00,2016-06-05 14:33:00,Business,Whitebridge,Savon Height,7.8,Customer Visit,14,5,6,6,Sunday,30.0,15.6
2016-06-05 15:06:00,2016-06-05 15:22:00,Business,Cary,Morrisville,7.8,Customer Visit,15,5,6,6,Sunday,16.0,29.25
2016-06-05 15:57:00,2016-06-05 16:08:00,Business,Weston,Weston,3.8,Meal/Entertain,15,5,6,6,Sunday,11.0,20.727272727272727
2016-06-05 18:05:00,2016-06-05 18:14:00,Business,Morrisville,Cary,2.5,Meal/Entertain,18,5,6,6,Sunday,9.0,16.666666666666668
2016-06-05 21:53:00,2016-06-05 22:05:00,Business,Cary,Durham,9.9,Meeting,21,5,6,6,Sunday,12.0,49.5
2016-06-05 23:52:00,2016-06-06 00:08:00,Business,Durham,Cary,9.9,Meeting,23,5,6,6,Sunday,16.0,37.125
2016-06-06 15:36:00,2016-06-06 15:45:00,Business,Whitebridge,Hazelwood,3.0,Errand/Supplies,15,6,6,0,Monday,9.0,20.0
2016-06-06 16:16:00,2016-06-06 16:24:00,Business,Hazelwood,Whitebridge,2.4,Errand/Supplies,16,6,6,0,Monday,8.0,18.0
2016-06-06 20:06:00,2016-06-06 20:20:00,Business,Cary,Apex,5.7,Meal/Entertain,20,6,6,0,Monday,14.0,24.42857142857143
2016-06-06 21:08:00,2016-06-06 21:37:00,Business,Apex,Cary,7.2,Meal/Entertain,21,6,6,0,Monday,29.0,14.89655172413793
2016-06-06 21:41:00,2016-06-06 22:00:00,Business,Cary,Durham,10.4,Meeting,21,6,6,0,Monday,19.0,32.8421052631579
2016-06-06 23:34:00,2016-06-06 23:48:00,Business,Durham,Cary,9.9,Meeting,23,6,6,0,Monday,14.0,42.42857142857143
2016-06-07 21:42:00,2016-06-07 22:00:00,Business,Cary,Durham,10.4,Meeting,21,7,6,1,Tuesday,18.0,34.66666666666667
2016-06-07 23:41:00,2016-06-08 00:04:00,Business,Durham,Cary,9.9,Meeting,23,7,6,1,Tuesday,23.0,25.82608695652174
2016-06-08 08:23:00,2016-06-08 08:53:00,Business,Cary,Morrisville,8.7,Meal/Entertain,8,8,6,2,Wednesday,30.0,17.4
2016-06-08 12:04:00,2016-06-08 13:01:00,Business,Jamaica,New York,22.3,Errand/Supplies,12,8,6,2,Wednesday,57.0,23.47368421052632
2016-06-08 13:12:00,2016-06-08 13:29:00,Business,Seaport,Gramercy-Flatiron,3.3,Meal/Entertain,13,8,6,2,Wednesday,17.0,11.647058823529411
2016-06-08 14:31:00,2016-06-08 14:37:00,Business,Medical Centre,Tudor City,0.7,Errand/Supplies,14,8,6,2,Wednesday,6.0,6.999999999999999
2016-06-08 16:55:00,2016-06-08 17:11:00,Business,Rose Hill,Soho,2.5,Meal/Entertain,16,8,6,2,Wednesday,16.0,9.375
2016-06-08 17:16:00,2016-06-08 17:18:00,Business,Soho,Tribeca,0.5,Errand/Supplies,17,8,6,2,Wednesday,2.0,15.0
2016-06-08 17:59:00,2016-06-08 18:05:00,Business,Tribeca,Financial District,0.9,Errand/Supplies,17,8,6,2,Wednesday,6.0,9.0
2016-06-08 20:11:00,2016-06-08 20:25:00,Business,Financial District,Kips Bay,4.8,Errand/Supplies,20,8,6,2,Wednesday,14.0,20.57142857142857
2016-06-10 15:19:00,2016-06-10 16:28:00,Business,New York,Jamaica,16.3,Meeting,15,10,6,4,Friday,69.0,14.173913043478263
2016-06-10 21:47:00,2016-06-10 22:04:00,Business,Cary,Durham,10.4,Meeting,21,10,6,4,Friday,17.0,36.70588235294118
2016-06-10 23:53:00,2016-06-11 00:01:00,Business,Durham,Cary,9.9,Meeting,23,10,6,4,Friday,8.0,74.25
2016-06-11 17:08:00,2016-06-11 17:16:00,Business,Cary,Morrisville,3.7,Errand/Supplies,17,11,6,5,Saturday,8.0,27.75
2016-06-11 17:34:00,2016-06-11 17:39:00,Business,Morrisville,Cary,4.6,Meal/Entertain,17,11,6,5,Saturday,5.0,55.199999999999996
2016-06-11 17:50:00,2016-06-11 17:56:00,Business,Westpark Place,Whitebridge,1.7,Others,17,11,6,5,Saturday,6.0,17.0
2016-06-11 21:45:00,2016-06-11 22:04:00,Business,Cary,Durham,10.4,Meeting,21,11,6,5,Saturday,19.0,32.8421052631579
2016-06-11 23:39:00,2016-06-12 00:05:00,Business,Durham,Cary,9.9,Meeting,23,11,6,5,Saturday,26.0,22.846153846153847
2016-06-12 19:53:00,2016-06-12 19:56:00,Business,Cary,Morrisville,2.5,Meal/Entertain,19,12,6,6,Sunday,3.0,50.0
2016-06-12 20:05:00,2016-06-12 20:16:00,Business,Morrisville,Cary,4.3,Errand/Supplies,20,12,6,6,Sunday,11.0,23.454545454545457
2016-06-12 21:58:00,2016-06-12 22:19:00,Business,Parkway,Whitebridge,2.8,Errand/Supplies,21,12,6,6,Sunday,21.0,8.0
2016-06-13 05:23:00,2016-06-13 05:42:00,Business,Cary,Morrisville,8.4,Meal/Entertain,5,13,6,0,Monday,19.0,26.526315789473685
2016-06-13 14:17:00,2016-06-13 14:46:00,Business,Oakland,Emeryville,13.2,Meeting,14,13,6,0,Monday,29.0,27.310344827586206
2016-06-13 18:08:00,2016-06-13 18:47:00,Business,Emeryville,Berkeley,3.9,Meal/Entertain,18,13,6,0,Monday,39.0,6.0
2016-06-13 18:54:00,2016-06-13 19:23:00,Business,Berkeley,Oakland,5.1,Meal/Entertain,18,13,6,0,Monday,29.0,10.551724137931034
2016-06-13 20:00:00,2016-06-13 20:05:00,Business,Oakland,Unknown Location,5.2,Customer Visit,20,13,6,0,Monday,5.0,62.400000000000006
2016-06-14 12:03:00,2016-06-14 12:21:00,Business,Emeryville,San Francisco,9.8,Others,12,14,6,1,Tuesday,18.0,32.66666666666667
2016-06-14 16:09:00,2016-06-14 16:39:00,Business,San Francisco,Emeryville,11.6,Meeting,16,14,6,1,Tuesday,30.0,23.2
2016-06-14 17:15:00,2016-06-14 17:24:00,Business,Emeryville,Oakland,5.1,Meeting,17,14,6,1,Tuesday,9.0,34.0
2016-06-14 17:27:00,2016-06-14 17:57:00,Business,Downtown,Bay Farm Island,9.3,Errand/Supplies,17,14,6,1,Tuesday,30.0,18.6
2016-06-15 01:46:00,2016-06-15 02:06:00,Business,Kenner,New Orleans,12.4,Between Offices,1,15,6,2,Wednesday,20.0,37.2
2016-06-15 15:26:00,2016-06-15 15:34:00,Business,CBD,Lower Garden District,1.9,Between Offices,15,15,6,2,Wednesday,8.0,14.25
2016-06-15 16:37:00,2016-06-15 17:02:00,Business,Lower Garden District,Lakeview,6.4,Customer Visit,16,15,6,2,Wednesday,25.0,15.36
2016-06-15 17:29:00,2016-06-15 17:49:00,Personal,Lakeview,Storyville,5.5,Others,17,15,6,2,Wednesday,20.0,16.5
2016-06-15 19:52:00,2016-06-15 19:58:00,Business,Storyville,Faubourg Marigny,1.5,Meal/Entertain,19,15,6,2,Wednesday,6.0,15.0
2016-06-16 13:36:00,2016-06-16 14:30:00,Business,New Orleans,Metairie,14.5,Others,13,16,6,3,Thursday,54.0,16.11111111111111
2016-06-16 14:42:00,2016-06-16 14:46:00,Business,Metairie,Kenner,2.7,Others,14,16,6,3,Thursday,4.0,40.5
2016-06-16 15:17:00,2016-06-16 15:41:00,Business,Kenner,New Orleans,15.0,Others,15,16,6,3,Thursday,24.0,37.5
2016-06-16 19:39:00,2016-06-16 19:56:00,Business,New Orleans,Kenner,12.9,Others,19,16,6,3,Thursday,17.0,45.529411764705884
2016-06-16 21:43:00,2016-06-16 21:56:00,Business,Kenner,New Orleans,13.6,Others,21,16,6,3,Thursday,13.0,62.76923076923077
2016-06-17 16:11:00,2016-06-17 16:44:00,Business,New Orleans,Kenner,12.2,Others,16,17,6,4,Friday,33.0,22.18181818181818
2016-06-18 00:29:00,2016-06-18 00:51:00,Business,Morrisville,Cary,8.7,Others,0,18,6,5,Saturday,22.0,23.727272727272727
2016-06-19 02:39:00,2016-06-19 02:50:00,Business,Cary,Raleigh,6.0,Others,2,19,6,6,Sunday,11.0,32.72727272727273
2016-06-19 05:51:00,2016-06-19 06:00:00,Business,Raleigh,Cary,5.9,Others,5,19,6,6,Sunday,9.0,39.333333333333336
2016-06-21 15:39:00,2016-06-21 16:08:00,Business,Cary,Raleigh,19.3,Others,15,21,6,1,Tuesday,29.0,39.93103448275862
2016-06-21 17:11:00,2016-06-21 18:02:00,Business,Raleigh,Cary,16.6,Meal/Entertain,17,21,6,1,Tuesday,51.0,19.529411764705884
2016-06-24 10:41:00,2016-06-24 10:57:00,Business,Whitebridge,Waverly Place,7.1,Meal/Entertain,10,24,6,4,Friday,16.0,26.625
2016-06-24 11:54:00,2016-06-24 12:01:00,Business,Waverly Place,Macgregor Downs,2.1,Meal/Entertain,11,24,6,4,Friday,7.0,18.0
2016-06-24 12:19:00,2016-06-24 12:37:00,Business,Cary,Raleigh,8.6,Errand/Supplies,12,24,6,4,Friday,18.0,28.666666666666668
2016-06-24 12:50:00,2016-06-24 13:12:00,Business,Raleigh,Morrisville,9.0,Errand/Supplies,12,24,6,4,Friday,22.0,24.545454545454547
2016-06-24 13:18:00,2016-06-24 13:27:00,Business,Morrisville,Cary,3.1,Errand/Supplies,13,24,6,4,Friday,9.0,20.666666666666668
2016-06-24 14:01:00,2016-06-24 14:20:00,Business,Cary,Morrisville,8.4,Temporary Site,14,24,6,4,Friday,19.0,26.526315789473685
2016-06-24 20:44:00,2016-06-24 21:02:00,Business,Kenner,New Orleans,12.8,Others,20,24,6,4,Friday,18.0,42.66666666666667
2016-06-25 09:03:00,2016-06-25 09:12:00,Business,CBD,Bywater,4.5,Others,9,25,6,5,Saturday,9.0,30.0
2016-06-25 09:15:00,2016-06-25 10:08:00,Business,New Orleans,Chalmette,11.8,Between Offices,9,25,6,5,Saturday,53.0,13.358490566037737
2016-06-25 10:18:00,2016-06-25 10:25:00,Business,Chalmette,Arabi,1.1,Errand/Supplies,10,25,6,5,Saturday,7.0,9.428571428571429
2016-06-25 10:50:00,2016-06-25 11:18:00,Business,Arabi,Metairie,17.0,Meal/Entertain,10,25,6,5,Saturday,28.0,36.42857142857143
2016-06-25 11:25:00,2016-06-25 11:34:00,Business,Pontchartrain Shores,Pontchartrain Shores,1.7,Meeting,11,25,6,5,Saturday,9.0,11.333333333333334
2016-06-25 11:53:00,2016-06-25 13:21:00,Business,Metairie,New Orleans,15.5,Meeting,11,25,6,5,Saturday,88.0,10.568181818181818
2016-06-25 19:47:00,2016-06-25 19:58:00,Business,Storyville,Marigny,1.6,Others,19,25,6,5,Saturday,11.0,8.727272727272728
2016-06-25 23:19:00,2016-06-25 23:26:00,Business,Marigny,Storyville,1.5,Others,23,25,6,5,Saturday,7.0,12.857142857142858
2016-06-26 17:43:00,2016-06-26 18:18:00,Business,New Orleans,Kenner,12.6,Meeting,17,26,6,6,Sunday,35.0,21.599999999999998
2016-06-26 18:45:00,2016-06-26 19:12:00,Business,Pontchartrain Shores,Pontchartrain Shores,4.8,Others,18,26,6,6,Sunday,27.0,10.666666666666666
2016-06-26 19:41:00,2016-06-26 19:50:00,Business,Kenner,Kenner,2.2,Others,19,26,6,6,Sunday,9.0,14.666666666666668
2016-06-26 21:14:00,2016-06-26 21:42:00,Business,Kenner,New Orleans,13.0,Others,21,26,6,6,Sunday,28.0,27.857142857142858
2016-06-27 07:37:00,2016-06-27 08:48:00,Business,New Orleans,Covington,46.9,Others,7,27,6,0,Monday,71.0,39.63380281690141
2016-06-27 08:51:00,2016-06-27 09:00:00,Business,Covington,Covington,2.5,Others,8,27,6,0,Monday,9.0,16.666666666666668
2016-06-27 09:05:00,2016-06-27 09:33:00,Business,Covington,Covington,8.6,Others,9,27,6,0,Monday,28.0,18.428571428571427
2016-06-27 09:43:00,2016-06-27 10:08:00,Business,Covington,Covington,5.2,Others,9,27,6,0,Monday,25.0,12.48
2016-06-27 10:22:00,2016-06-27 10:39:00,Business,Covington,Covington,7.6,Others,10,27,6,0,Monday,17.0,26.823529411764707
2016-06-27 10:51:00,2016-06-27 10:58:00,Business,Covington,Covington,1.8,Others,10,27,6,0,Monday,7.0,15.428571428571429
2016-06-27 11:06:00,2016-06-27 11:24:00,Business,Covington,Mandeville,4.7,Others,11,27,6,0,Monday,18.0,15.666666666666668
2016-06-27 11:30:00,2016-06-27 11:42:00,Business,Mandeville,Mandeville,2.8,Others,11,27,6,0,Monday,12.0,13.999999999999998
2016-06-27 12:22:00,2016-06-27 13:02:00,Business,Mandeville,Metairie,30.0,Others,12,27,6,0,Monday,40.0,45.0
2016-06-27 13:56:00,2016-06-27 14:05:00,Business,Metairie,Kenner,4.4,Others,13,27,6,0,Monday,9.0,29.333333333333336
2016-06-27 21:09:00,2016-06-27 21:19:00,Business,Jamestown Court,Jamestown Court,1.0,Others,21,27,6,0,Monday,10.0,6.0
2016-06-28 00:48:00,2016-06-28 01:05:00,Business,Morrisville,Cary,8.2,Customer Visit,0,28,6,1,Tuesday,17.0,28.941176470588232
2016-06-28 20:13:00,2016-06-28 20:33:00,Business,Cary,Durham,10.4,Meeting,20,28,6,1,Tuesday,20.0,31.200000000000003
2016-06-28 23:34:00,2016-06-28 23:59:00,Business,Durham,Cary,9.9,Meeting,23,28,6,1,Tuesday,25.0,23.76
2016-06-28 23:34:00,2016-06-28 23:59:00,Business,Durham,Cary,9.9,Meeting,23,28,6,1,Tuesday,25.0,23.76
2016-06-29 08:56:00,2016-06-29 09:24:00,Business,Cary,Morrisville,7.3,Others,8,29,6,2,Wednesday,28.0,15.642857142857142
2016-06-29 10:22:00,2016-06-29 10:38:00,Business,Morrisville,Cary,7.4,Others,10,29,6,2,Wednesday,16.0,27.75
2016-06-29 11:49:00,2016-06-29 11:51:00,Business,Whitebridge,Westpark Place,1.6,Others,11,29,6,2,Wednesday,2.0,48.0
2016-06-29 12:11:00,2016-06-29 12:16:00,Business,Westpark Place,Whitebridge,1.8,Others,12,29,6,2,Wednesday,5.0,21.6
2016-06-29 20:11:00,2016-06-29 20:29:00,Business,Cary,Durham,10.4,Meeting,20,29,6,2,Wednesday,18.0,34.66666666666667
2016-06-29 23:38:00,2016-06-30 00:00:00,Business,Durham,Cary,9.9,Meeting,23,29,6,2,Wednesday,22.0,27.000000000000004
2016-06-30 20:09:00,2016-06-30 20:26:00,Business,Cary,Durham,9.9,Meeting,20,30,6,3,Thursday,17.0,34.94117647058824
2016-07-01 00:00:00,2016-07-01 00:25:00,Business,Durham,Cary,9.9,Meeting,0,1,7,4,Friday,25.0,23.76
2016-07-01 09:34:00,2016-07-01 09:57:00,Business,Cary,Raleigh,13.3,Meeting,9,1,7,4,Friday,23.0,34.69565217391304
2016-07-01 12:36:00,2016-07-01 13:00:00,Business,Raleigh,Cary,11.3,Meeting,12,1,7,4,Friday,24.0,28.25
2016-07-01 20:06:00,2016-07-01 20:24:00,Business,Cary,Durham,10.5,Meeting,20,1,7,4,Friday,18.0,35.0
2016-07-01 23:48:00,2016-07-02 00:09:00,Business,Durham,Cary,9.9,Meeting,23,1,7,4,Friday,21.0,28.28571428571429
2016-07-02 20:18:00,2016-07-02 20:36:00,Business,Cary,Durham,10.1,Meeting,20,2,7,5,Saturday,18.0,33.666666666666664
2016-07-02 23:48:00,2016-07-03 00:12:00,Business,Durham,Cary,9.9,Meeting,23,2,7,5,Saturday,24.0,24.75
2016-07-03 00:28:00,2016-07-03 00:38:00,Business,Cary,Morrisville,3.1,Errand/Supplies,0,3,7,6,Sunday,10.0,18.6
2016-07-03 03:02:00,2016-07-03 03:08:00,Business,Morrisville,Cary,3.1,Errand/Supplies,3,3,7,6,Sunday,6.0,31.0
2016-07-03 20:00:00,2016-07-03 20:18:00,Business,Cary,Durham,9.9,Meeting,20,3,7,6,Sunday,18.0,33.0
2016-07-04 00:32:00,2016-07-04 00:47:00,Business,Durham,Cary,9.9,Meeting,0,4,7,0,Monday,15.0,39.6
2016-07-04 17:31:00,2016-07-04 17:49:00,Business,Whitebridge,Summerwinds,8.8,Meeting,17,4,7,0,Monday,18.0,29.333333333333336
2016-07-04 18:23:00,2016-07-04 18:49:00,Business,Summerwinds,Whitebridge,8.7,Temporary Site,18,4,7,0,Monday,26.0,20.076923076923073
2016-07-04 20:00:00,2016-07-04 20:17:00,Business,Cary,Durham,11.8,Meeting,20,4,7,0,Monday,17.0,41.64705882352941
2016-07-05 00:00:00,2016-07-05 00:05:00,Business,Parkwood,Parkwood,1.2,Errand/Supplies,0,5,7,1,Tuesday,5.0,14.4
2016-07-05 00:08:00,2016-07-05 00:28:00,Business,Durham,Cary,9.9,Meeting,0,5,7,1,Tuesday,20.0,29.700000000000003
2016-07-05 16:48:00,2016-07-05 16:52:00,Business,Whitebridge,Whitebridge,0.6,Errand/Supplies,16,5,7,1,Tuesday,4.0,9.0
2016-07-05 20:06:00,2016-07-05 20:26:00,Business,Cary,Durham,9.9,Others,20,5,7,1,Tuesday,20.0,29.700000000000003
2016-07-05 22:41:00,2016-07-05 23:02:00,Business,Durham,Morrisville,8.6,Others,22,5,7,1,Tuesday,21.0,24.571428571428573
2016-07-06 00:33:00,2016-07-06 00:53:00,Business,Morrisville,Cary,6.3,Meal/Entertain,0,6,7,2,Wednesday,20.0,18.900000000000002
2016-07-06 09:06:00,2016-07-06 09:25:00,Business,Cary,Durham,9.9,Meeting,9,6,7,2,Wednesday,19.0,31.263157894736846
2016-07-06 12:48:00,2016-07-06 13:08:00,Business,Durham,Cary,9.9,Others,12,6,7,2,Wednesday,20.0,29.700000000000003
2016-07-06 20:04:00,2016-07-06 20:14:00,Business,Cary,Morrisville,3.3,Meal/Entertain,20,6,7,2,Wednesday,10.0,19.8
2016-07-06 23:46:00,2016-07-06 23:59:00,Business,Morrisville,Cary,3.1,Customer Visit,23,6,7,2,Wednesday,13.0,14.307692307692308
2016-07-07 08:22:00,2016-07-07 08:50:00,Business,Cary,Morrisville,7.9,Temporary Site,8,7,7,3,Thursday,28.0,16.92857142857143
2016-07-07 10:27:00,2016-07-07 10:33:00,Business,Morrisville,Cary,8.9,Others,10,7,7,3,Thursday,6.0,89.0
2016-07-07 12:59:00,2016-07-07 13:35:00,Business,Kenner,New Orleans,12.8,Others,12,7,7,3,Thursday,36.0,21.333333333333336
2016-07-08 09:50:00,2016-07-08 10:13:00,Business,CBD,Pontchartrain Beach,7.7,Others,9,8,7,4,Friday,23.0,20.08695652173913
2016-07-08 10:51:00,2016-07-08 11:12:00,Business,Pontchartrain Beach,CBD,7.0,Others,10,8,7,4,Friday,21.0,20.0
2016-07-08 13:48:00,2016-07-08 14:11:00,Business,New Orleans,Metairie,12.5,Others,13,8,7,4,Friday,23.0,32.608695652173914
2016-07-08 17:11:00,2016-07-08 17:30:00,Business,Kenner,New Orleans,13.2,Others,17,8,7,4,Friday,19.0,41.68421052631579
2016-07-09 09:03:00,2016-07-09 09:46:00,Business,New Orleans,Kenner,13.0,Others,9,9,7,5,Saturday,43.0,18.13953488372093
2016-07-09 09:52:00,2016-07-09 10:06:00,Business,Kenner,Metairie,4.9,Others,9,9,7,5,Saturday,14.0,21.0
2016-07-09 10:15:00,2016-07-09 10:33:00,Business,Metairie,New Orleans,8.5,Others,10,9,7,5,Saturday,18.0,28.333333333333336
2016-07-10 14:10:00,2016-07-10 14:17:00,Business,CBD,St Thomas,1.3,Others,14,10,7,6,Sunday,7.0,11.142857142857142
2016-07-10 16:04:00,2016-07-10 16:15:00,Business,St Thomas,CBD,1.8,Others,16,10,7,6,Sunday,11.0,9.818181818181818
2016-07-10 18:05:00,2016-07-10 18:21:00,Business,New Orleans,Kenner,13.6,Others,18,10,7,6,Sunday,16.0,51.0
2016-07-10 19:51:00,2016-07-10 20:08:00,Business,Kenner,New Orleans,13.4,Others,19,10,7,6,Sunday,17.0,47.294117647058826
2016-07-12 16:10:00,2016-07-12 16:45:00,Business,New Orleans,Kenner,12.3,Others,16,12,7,1,Tuesday,35.0,21.085714285714285
2016-07-12 19:21:00,2016-07-12 19:26:00,Personal,Kenner,Kenner,1.4,Others,19,12,7,1,Tuesday,5.0,16.8
2016-07-12 23:47:00,2016-07-13 00:11:00,Personal,Morrisville,Cary,8.7,Others,23,12,7,1,Tuesday,24.0,21.749999999999996
2016-07-13 12:39:00,2016-07-13 13:20:00,Personal,Cary,Morrisville,23.5,Others,12,13,7,2,Wednesday,41.0,34.390243902439025
2016-07-13 13:25:00,2016-07-13 13:39:00,Personal,Morrisville,Morrisville,2.2,Others,13,13,7,2,Wednesday,14.0,9.428571428571429
2016-07-13 13:42:00,2016-07-13 13:54:00,Personal,Morrisville,Cary,4.4,Others,13,13,7,2,Wednesday,12.0,22.0
2016-07-14 15:51:00,2016-07-14 15:59:00,Personal,Cary,Morrisville,3.3,Others,15,14,7,3,Thursday,8.0,24.75
2016-07-14 16:03:00,2016-07-14 16:34:00,Business,Morrisville,Morrisville,11.8,Errand/Supplies,16,14,7,3,Thursday,31.0,22.838709677419352
2016-07-14 16:39:00,2016-07-14 20:05:00,Business,Morrisville,Banner Elk,195.3,Others,16,14,7,3,Thursday,206.0,56.88349514563107
2016-07-15 11:32:00,2016-07-15 11:53:00,Personal,Banner Elk,Banner Elk,8.3,Others,11,15,7,4,Friday,21.0,23.71428571428572
2016-07-15 12:09:00,2016-07-15 12:19:00,Personal,Banner Elk,Banner Elk,3.2,Others,12,15,7,4,Friday,10.0,19.200000000000003
2016-07-15 12:35:00,2016-07-15 13:15:00,Personal,Banner Elk,Elk Park,22.4,Others,12,15,7,4,Friday,40.0,33.6
2016-07-15 15:03:00,2016-07-15 15:33:00,Personal,Elk Park,Banner Elk,12.2,Others,15,15,7,4,Friday,30.0,24.4
2016-07-15 15:40:00,2016-07-15 15:52:00,Personal,Banner Elk,Banner Elk,4.5,Others,15,15,7,4,Friday,12.0,22.5
2016-07-16 13:14:00,2016-07-16 14:10:00,Personal,Banner Elk,Newland,28.1,Others,13,16,7,5,Saturday,56.0,30.107142857142858
2016-07-16 14:14:00,2016-07-16 14:30:00,Personal,Newland,Newland,3.8,Others,14,16,7,5,Saturday,16.0,14.25
2016-07-16 15:29:00,2016-07-16 16:57:00,Personal,Newland,Boone,41.9,Others,15,16,7,5,Saturday,88.0,28.56818181818182
2016-07-16 19:42:00,2016-07-16 20:35:00,Personal,Boone,Banner Elk,23.8,Others,19,16,7,5,Saturday,53.0,26.943396226415096
2016-07-16 21:45:00,2016-07-16 22:18:00,Personal,Banner Elk,Banner Elk,13.0,Others,21,16,7,5,Saturday,33.0,23.636363636363633
2016-07-16 22:50:00,2016-07-16 23:03:00,Business,Banner Elk,Banner Elk,4.4,Errand/Supplies,22,16,7,5,Saturday,13.0,20.30769230769231
2016-07-17 11:23:00,2016-07-17 11:50:00,Personal,Banner Elk,Boone,15.1,Charity ($),11,17,7,6,Sunday,27.0,33.55555555555556
2016-07-17 12:20:00,2016-07-17 15:25:00,Personal,Boone,Cary,180.2,Commute,12,17,7,6,Sunday,185.0,58.44324324324324
2016-07-18 10:37:00,2016-07-18 10:49:00,Personal,Cary,Morrisville,4.1,Moving,10,18,7,0,Monday,12.0,20.499999999999996
2016-07-18 10:54:00,2016-07-18 11:15:00,Personal,Morrisville,Cary,6.1,Moving,10,18,7,0,Monday,21.0,17.428571428571427
